"Feature","Data_Type","Category","Sub_Category","TCGA-23-1021","TCGA-23-1022","TCGA-23-1023","TCGA-23-1024","TCGA-23-1026","TCGA-23-1027","TCGA-23-1028","TCGA-23-1029","TCGA-23-1030","TCGA-23-1031","TCGA-23-1032","TCGA-23-1109","TCGA-23-1110","TCGA-23-1111","TCGA-23-1113","TCGA-23-1114","TCGA-23-1116","TCGA-23-1117","TCGA-23-1118","TCGA-23-1119","TCGA-23-1120","TCGA-23-1121","TCGA-23-1122","TCGA-23-1123","TCGA-23-1809","TCGA-23-2072","TCGA-23-2077","TCGA-23-2078","TCGA-23-2079","TCGA-23-2081","TCGA-23-2084","TCGA-23-2641","TCGA-23-2643","TCGA-23-2645","TCGA-23-2647","TCGA-23-2649","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1317","TCGA-25-1318","TCGA-25-1319","TCGA-25-1320","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1324","TCGA-25-1326","TCGA-25-1328","TCGA-25-1329","TCGA-25-1623","TCGA-25-1625","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1634","TCGA-25-1635","TCGA-25-1870","TCGA-25-1871","TCGA-25-1877","TCGA-25-1878","TCGA-25-2042","TCGA-25-2391","TCGA-25-2392","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2408","TCGA-25-2409","TCGA-42-2582","TCGA-42-2587","TCGA-42-2588","TCGA-42-2589","TCGA-42-2590","TCGA-42-2591","TCGA-42-2593","TCGA-57-1582","TCGA-57-1583","TCGA-57-1585","TCGA-57-1586","TCGA-57-1992","TCGA-57-1993","TCGA-57-1994"
"LNX1_GeneExp","num","Molecular","Gene Expression Microarray",-0.50275,-0.770833333,0.628916667,0.056083333,0.444833333,0.646,-0.214416667,0.6125,-0.131666667,-0.546583333,-0.018,0.57625,-1.7485,0.557,-0.470416667,2.165916667,-0.209666667,0.04775,-0.24225,-0.23475,-0.60325,-0.4285,0.424583333,0.101166667,0.184083333,0.440083333,-0.475,0.45325,-0.543166667,1.050333333,-1.7875,-1.317083333,-0.822833333,0.37425,0.64325,0.533583333,-0.994166667,-0.006416667,0.325083333,-0.475333333,0.850583333,-0.228833333,0.21425,1.231916667,0.267916667,0.077333333,-0.523,-0.981,-0.488333333,0.225333333,1.0385,0.529916667,-1.831333333,0.968333333,0.406583333,0.076416667,0.80025,0.198166667,0.82375,-0.749083333,0.055166667,1.229833333,-1.4245,-0.829833333,-1.000333333,1.567666667,0.464666667,-1.016,-0.238083333,0.628416667,0.083416667,0.679166667,-0.033583333,-0.919166667,1.380416667,-0.697583333,0.669416667,-0.231583333,-0.40425,-0.03375,-0.230666667,-0.892166667,0.966083333,0.501583333,1.231583333,-0.445916667,-0.012416667,-0.651333333,-0.0155,0.707,-0.589833333
"IFNA21_GeneExp","num","Molecular","Gene Expression Microarray",0.2716666667,0.6593333333,0.1551666667,-0.0961666667,0.0963333333,0.0863333333,0.187,0.0438333333,0.246,-0.0341666667,0.2258,-0.1296666667,0.1851666667,0.3072,0.1718333333,-0.047,0.0716666667,0.625,0.5358333333,0.3538333333,0.4081666667,0.0835,0.0286666667,0.0011666667,0.129,0.0398333333,-0.2078333333,0.6931666667,0.2063333333,0.0171666667,0.425,0.7136666667,0.6836666667,0.2821666667,0.1838333333,0.0176666667,0.0101666667,0.2143333333,0.0771666667,0.2382,0.1406666667,0.1915,0.0228333333,0.3891666667,-0.078,-0.2071666667,0.3066,0.4201666667,0.0561666667,0.0053333333,0.4538333333,-0.1221666667,0.4423333333,0.4613333333,0.0125,0.4601666667,0.3288,0.2393333333,0.0163333333,0.44,0.3638,-0.727,0.0996,0.7678333333,-0.1305,0.2,-0.2571666667,0.2761666667,0.262,-0.3531666667,0.1202,0.0793333333,0.2155,0.0668333333,0.0576666667,0.0223333333,0.1978333333,0.415,-0.2953333333,0.2205,-0.0001666667,-0.163,0.0701666667,-0.0373333333,0.5575,0.0396666667,-0.0405,0.0645,-0.1526666667,-0.48,-0.4431666667
"CFD_GeneExp","num","Molecular","Gene Expression Microarray",-0.0185,-1.4685,-1.17075,-2.5125,0.12075,-1.35875,-1.69025,-1.71475,-1.78775,-2.84475,-2.63375,-2.33475,-2.78525,-1.5965,-2.66,-1.45675,1.36575,2.5145,-1.41825,0.3335,-1.291,-1.16,-0.71475,-0.791,-1.66875,-0.2945,-0.9195,0.39125,-0.905,-1.257,-0.3745,-0.53075,-1.261,-0.65225,-1.09375,-0.76625,-1.4305,1.04425,-0.58,-2.18625,-2.421,-1.4315,0.66425,-1.497,-0.20425,-2.19875,-0.486,-0.945,-2.102,0.63225,0.588,0.23325,1.3575,0.367,1.85125,-0.9325,-1.2245,-1.35225,-2.5535,-2.827,0.24225,-1.94975,-3.36275,-1.2895,-0.46275,0.75625,-0.92225,-0.95625,-1.2865,-1.656,-0.71425,-0.1005,-0.9125,0.257,-0.56,-0.36125,-1.3095,0.092,1.27475,1.13725,-1.164,-0.665,-1.4885,-0.96225,-0.16575,-3.15625,0.99675,-1.98,-0.61725,-0.672,-0.474
"PYCARD_GeneExp","num","Molecular","Gene Expression Microarray",1.080166667,-1.240333333,0.093,-1.331666667,0.499333333,0.741666667,1.3375,-0.556333333,-1.015833333,-2.088166667,-2.058166667,-0.534333333,-1.807833333,-0.244833333,-1.0085,-2.016166667,-0.0225,0.4915,0.643833333,0.055666667,-0.214166667,-1.486,0.2675,-0.044333333,0.383,0.719333333,0.2565,-0.304166667,0.772666667,0.412666667,0.6795,0.735666667,-0.003666667,-1.263666667,-0.1485,-0.401833333,-0.887833333,-0.139833333,-0.760833333,-1.192666667,0.481333333,-0.909,-0.845,0.342,0.492666667,-1.364166667,-0.737833333,-0.883,-1.394,0.024833333,0.995166667,0.799166667,0.003166667,-0.185166667,0.794333333,-1.052833333,1.301166667,-0.7365,-0.645333333,-1.099666667,0.211666667,-0.6035,-0.779333333,-0.857,0.019833333,0.2705,0.651166667,0.572666667,-1.0375,0.899166667,0.423333333,-0.488666667,0.111333333,0.491,0.588,0.4375,0.649166667,0.0075,0.842333333,1.0075,0.432333333,-0.486333333,0.054333333,0.627333333,-1.887166667,-1.734666667,-0.043166667,-0.946166667,-1.316833333,0.344166667,0.068666667
"MYBPC2_GeneExp","num","Molecular","Gene Expression Microarray",0.1645,-1.7595,-0.1405,-1.1545,-1.819,0.248,1.438,-0.8725,-1.732,-1.627,-1.713,-1.749,-1.403,0.844,-1.29,-2.083,-1.6295,-1.1995,-1.239,0.7895,-0.024,-1.64,-0.144,-1.1695,-0.941,-1.5595,-1.2535,-0.4435,0.0225,-1.202,-1.671,1.0125,-1.2245,-1.274,-1.8805,-1.2485,0.947,-1.5725,-1.25,-0.771,0.916,-0.2745,-0.4355,-1.3005,-0.3735,-2.248,-0.753,-0.111,-0.831,-0.904,-0.3365,-0.8205,-0.9835,-1.1185,1.28,-1.4355,3.633,0.0495,-1.6375,-1.5525,1.2715,2.7025,-1.044,-0.0045,-0.4905,-0.539,1.2125,-1.3805,-0.8655,-1.848,-1.9715,-1.854,-1.6695,-1.142,-1.711,-0.6865,-1.507,-0.312,-0.923,-0.371,-0.4155,-1.426,-1.49,-1.57,-1.2645,-0.5975,-1.2535,-1.5205,-0.4905,-1.216,-0.286
"ENPP3_GeneExp","num","Molecular","Gene Expression Microarray",-0.8176667,-2.4708333,-1.133,-2.0418333,-0.5496667,-3.2643333,-2.5095,1.0836667,-2.8216667,-3.6573333,-3.5356667,-2.8416667,-2.6486667,-2.916,-2.5436667,-2.1381667,-2.2535,-2.7303333,-2.5461667,-2.0541667,-3.1905,-1.1015,-2.4865,-1.0543333,-1.1688333,-2.6233333,-2.6316667,-3.1246667,-2.5481667,-1.9085,-3.6273333,1.0606667,-1.4113333,-3.0258333,-3.1031667,-3.0601667,-1.0853333,-1.4841667,-2.3323333,1.2771667,-2.2326667,-2.5391667,-2.6256667,-1.1271667,-2.2925,-2.2275,-1.8015,-1.9313333,-0.6405,-2.4695,-2.8105,-2.6805,-3.117,-3.13,-2.2995,-1.8238333,-2.9953333,0.4768333,-2.9565,-1.9955,-2.448,-2.3741667,-1.8483333,-0.715,-2.52,-3.352,-2.2843333,-2.856,1.6356667,-2.1955,-3.1168333,0.6493333,-1.0228333,-2.8105,-3.2593333,-2.9295,-2.6875,-1.421,-2.4968,-2.8198333,-2.7748333,-3.0798333,-2.5655,-2.8483333,-2.3621667,-1.831,-2.4453333,-0.2191667,2.999,-2.4413333,-2.4626667
"ACSL4_GeneExp","num","Molecular","Gene Expression Microarray",-0.255,-1.7795,-0.697,-0.8035,-0.68675,-0.61275,-0.5165,-0.83575,-1.64475,-1.71975,-1.27275,-0.675,-2.273,0.196,-0.78875,-1.953,-0.94525,-1.34325,-0.51225,-0.9385,-1.23425,-1.07575,-1.3055,-1.4595,-1.55625,-0.84375,-1.06475,-0.706,-0.08975,-1.3615,-0.2645,0.15025,-0.81225,-1.70225,-0.81875,-1.074,-0.93225,-1.645,-1.35925,-0.9575,0.858,0.0345,-0.9625,-0.8135,-0.41175,-1.91725,-1.0325,-0.6665,-0.5705,-0.417,-0.551,0.09575,-0.34525,-1.745,-0.033,-1.81,0.0585,0.617,-1.1985,-1.09975,0.039,-0.912,-2.5355,-1.20075,-1.1415,-0.0065,-0.828,-1.2095,-0.153,0.085,-0.685,0.2565,-1.33,-0.44325,-0.3965,-0.33825,-0.5395,-0.41825,-0.4375,-0.65875,-0.17225,-0.13975,0.369,-1.45175,-1.27,-0.0605,-1.02975,-1.48225,-0.10925,-0.7635,-1.279
"LOC440258_GeneExp","num","Molecular","Gene Expression Microarray",-0.606833333,-0.839333333,0.790333333,0.213666667,-2.137666667,-1.915666667,-1.598833333,0.907,-0.409333333,-0.108166667,-0.791833333,-0.044666667,0.0285,-0.2705,-0.777666667,0.579166667,-0.3365,0.864833333,-0.724,-0.342833333,0.417166667,-0.605833333,-0.068333333,-0.519,0.652666667,-0.937666667,-0.338166667,0.867666667,-0.337666667,-0.191666667,-1.544166667,-1.783,1.7655,0.812,-0.416,-0.005333333,0.433833333,0.7705,-0.655333333,-0.241333333,-1.1305,0.008666667,-0.633166667,-1.336833333,-0.0825,0.743166667,-0.9755,-0.546666667,0.849,-0.515333333,-1.208333333,-0.511166667,-0.115333333,-1.300333333,0.568666667,-0.327666667,-1.477333333,-0.868333333,0.315333333,0.2315,-0.977833333,0.130666667,0.440666667,-1.169333333,-1.096833333,-1.455,-0.765833333,-0.146166667,-0.573666667,-0.383333333,-0.873333333,-0.786666667,0.648166667,-1.1855,-0.794666667,-1.380166667,-0.128833333,-1.2635,0.158833333,-0.821833333,-1.409333333,-1.369833333,-0.921666667,-0.503,0.207166667,-0.150666667,-0.7665,0.604,0.462333333,0.825,2.131333333
"TMEM176B_GeneExp","num","Molecular","Gene Expression Microarray",2.5596667,1.597,2.7563333,0.9805,3.2858333,2.6293333,2.6585,2.0146667,2.313,1.7766667,2.4968333,3.0451667,0.6833333,1.6061667,2.0165,3.5356667,3.6203333,4.0266667,3.0433333,3.4223333,2.4385,1.6341667,1.383,2.0296667,2.2065,2.3178333,3.8301667,3.9155,3.3003333,2.5856667,2.7253333,1.8945,2.0586667,3.153,1.7381667,2.9465,1.8813333,2.4981667,1.7536667,2.2843333,3.4113333,2.6428333,2.9241667,1.6361667,3.3166667,1.5916667,2.6145,2.3986667,0.7928333,3.1591667,2.9873333,4.5488333,3.798,3.248,3.749,3.447,3.4643333,3.6516667,1.8666667,1.8471667,3.8125,3.45,2.5745,3.8828333,4.2808333,3.846,3.3813333,3.2648333,3.3778333,2.2108333,1.837,3.0158333,2.0841667,3.834,2.5373333,3.9155,2.8866667,3.2818333,3.154,2.5548333,2.4218333,3.8601667,1.8643333,2.0141667,2.635,0.9971667,3.3136667,2.9813333,4.263,3.7985,3.6205
"SOX2_GeneExp","num","Molecular","Gene Expression Microarray",-4.1,-1.953625,-2.494,-4.495375,-4.046375,-4.336375,0.50325,-4.03025,-4.39575,-0.73475,-5.076125,-3.35925,-4.324375,-4.795375,-3.57675,-3.095625,-3.220875,-4.63,-4.925375,-4.286625,-4.659125,-4.81725,-4.32675,-4.767375,-3.399,0.061,-4.69025,-4.924,0.71875,-4.1155,-4.699125,-1.4955,-3.599125,-3.401125,-4.818,0.175625,-4.972375,0.90075,-4.956125,-5.16525,-5.293125,-5.218125,-3.25875,-4.591875,-2.042625,-2.75575,-2.542,-5.223875,-2.73675,-3.932875,-5.523875,-5.101,-5.206125,0.535,-5.009,-2.104625,-3.181875,-3.948125,-5.138875,-3.631375,-2.392125,-5.10675,-4.842625,-2.32575,-3.940875,-5.115125,-1.01875,-5.12225,-5.197375,-4.091375,-4.860375,-6.15075,-4.5925,-5.116,-4.896625,-5.09025,-3.410375,-4.107,-4.634125,-1.53075,-1.33925,-0.0715,1.94025,-3.314,0.841625,-5.396,-4.522625,-3.682625,-4.8025,-5.288875,-3.971
"SCO1_GeneExp","num","Molecular","Gene Expression Microarray",-0.855833333,0.4555,-0.363666667,-0.399666667,-0.274,-0.4045,-0.8105,-0.411833333,-0.555333333,-0.317333333,-0.044166667,-0.285,-0.035,-0.5225,-0.458333333,-0.0295,-0.475666667,-0.672,-0.316333333,-0.801666667,-0.326,-0.664666667,-0.3765,0.086,0.109,-0.826166667,-0.679,-0.993666667,-0.669333333,-0.643666667,-0.861333333,-0.313666667,-0.313333333,-0.119333333,-0.360833333,0.157,-0.145333333,0.78,0.083,0.601,-0.624166667,-0.356166667,-0.195666667,-0.242666667,-0.093,0.156166667,0.001833333,-0.170666667,-0.176666667,-0.403666667,-0.435833333,-0.350333333,0.267666667,-0.936,-0.173666667,0.2285,0.151,-0.530333333,-0.732833333,-0.434833333,0.0495,-0.243,-0.52,-0.071833333,0.133,-0.519,-0.135833333,-0.719,0.099,-0.425,0.354333333,-0.087833333,0.254333333,-0.1255,-0.514333333,0.082333333,-0.594333333,-0.438833333,-0.475333333,0.162666667,0.026,-0.979333333,-1.027333333,-0.953333333,0.368166667,0.0115,-0.018166667,0.089,0.678666667,-0.866333333,0.557666667
"COMT_GeneExp","num","Molecular","Gene Expression Microarray",-0.538,0.34425,-1.1885,-1.65425,0.217,-0.918,-0.69975,-1.288,-0.8565,-0.86425,-2.00375,-1.4685,-1.344,-0.9455,-1.2615,-0.963,-0.44,-0.9835,-0.41975,0.09775,-0.179,-0.855,-0.624,-0.45675,-0.7585,0.1445,-0.1585,-0.133,-0.631,-0.61675,-0.54175,-0.9375,-1.07125,-0.99625,-0.861,0.04975,-0.819,-0.299,-1.10125,-0.8105,-0.88325,-0.727,-0.73,-1.2785,-0.991,-1.36025,-0.422,-0.3055,-1.155,-0.53875,-0.79375,0.103,-0.95875,0.45225,-0.7955,-0.59875,-0.58175,-0.52025,-1.1435,-1.13,-0.93625,-1.61125,-2.138,-1.733,0.55375,-0.35875,-1.08725,-0.24675,-1.06275,-0.757,-0.982,-0.32325,-1.2005,-0.78725,-0.72325,-0.55875,-0.22075,-0.5475,-0.2795,-0.374,-0.19325,-0.4745,-0.75175,-0.86925,-0.2555,-1.2175,0.24375,-0.5115,-0.29175,-0.814,-0.976
"AOC2_GeneExp","num","Molecular","Gene Expression Microarray",-0.079,0.32175,-0.52,0.1475,0.04375,-0.31675,0.5455,-0.31125,0.25575,0.01825,-0.28025,-0.49975,-0.17275,-0.31,0.272,-0.0675,-0.00025,0.11,-0.40975,0.2725,0.02775,1.1595,0.091,-0.112,0.23375,0.34275,0.2335,-0.205,0.53375,0.3405,0.23,1.06525,0.051,-0.28575,0.10475,0.09825,-0.005,-0.38675,0.38,0.19175,0.2025,0.37825,0.12175,-0.05725,-0.09675,-0.21325,-0.14025,-0.0015,0.03875,-0.2515,-0.0275,-0.0545,-0.04475,-0.0355,-0.16475,0.534,-0.15025,0.11925,-0.1845,0.3735,0.83075,0.22625,-0.33075,-0.38075,-0.4385,-0.204,-0.47975,-0.16075,0.2005,-0.396,-0.26275,0.1365,0.141,-0.218,-0.46825,-0.56025,-0.306,0.929,0.299,0.2975,0.07975,-0.043,-0.268,0.2055,0.1135,-0.00225,-0.0015,0.15525,0.13075,-0.5635,-0.0545
"PDLIM5_GeneExp","num","Molecular","Gene Expression Microarray",0.66528571,-0.67635714,0.81885714,-0.81142857,1.20514286,0.87985714,1.32085714,0.01328571,0.12785714,1.13928571,-0.23285714,0.054,-1.24542857,0.06364286,-0.14321429,0.73271429,0.74735714,1.68928571,0.22328571,-0.01157143,0.23371429,-0.28657143,-0.20742857,-1.02928571,0.11642857,0.84992857,0.91964286,0.61271429,0.877,-0.06942857,0.63885714,-0.0135,0.34364286,-0.93757143,0.79007143,0.53478571,-0.33728571,1.00757143,0.45535714,-0.13721429,-1.28771429,0.47521429,0.81078571,-0.17292857,0.732,0.08435714,0.24571429,1.21857143,-0.328,0.47107143,1.5335,0.04635714,1.426,-1.77821429,1.74664286,0.01014286,0.24057143,0.17121429,0.01314286,-1.14957143,0.6365,-0.13621429,0.16285714,-0.64764286,-1.0285,2.01692857,0.58514286,0.33592857,-0.06407143,0.723,0.12564286,1.2075,-0.33871429,0.87928571,0.38478571,0.41142857,0.84678571,-0.08714286,0.81578571,0.7425,0.0505,-0.48064286,-0.90092857,-0.75321429,-0.06314286,0.74942857,0.78321429,0.05507143,0.09035714,0.22928571,0.41807143
"SPHK2_GeneExp","num","Molecular","Gene Expression Microarray",-0.118166667,0.8515,1.080666667,-0.098333333,-0.464166667,0.284666667,0.6765,0.4405,0.324333333,0.964333333,-0.479166667,0.037833333,0.427,0.597333333,0.776833333,1.007333333,1.1035,0.832166667,0.014166667,-0.575166667,1.542166667,0.2675,0.314166667,-0.381833333,0.3185,-0.313833333,0.317,0.970833333,-0.262166667,-0.245,-0.018,0.622,0.830666667,0.989333333,0.68,0.457333333,0.951833333,-0.337666667,0.009166667,0.8445,-0.848,1.121333333,1.187833333,-0.115,0.173333333,0.4255,0.637666667,0.9675,1.049166667,0.9275,0.106,1.7365,0.195833333,-0.414666667,0.603333333,0.125666667,0.8995,-0.274833333,0.415166667,0.8945,-0.194666667,0.065166667,0.534166667,-0.675833333,-0.256333333,-0.1065,-0.501833333,-0.209,0.614166667,0.534666667,0.469666667,-0.2275,-0.375833333,0.7515,0.481,0.486,-0.866333333,-0.8565,-0.481166667,-0.162166667,-0.045166667,-0.636166667,-0.083333333,0.197666667,1.304833333,-0.0665,0.684666667,0.588,1.170666667,0.676833333,0.598666667
"NXPH2_GeneExp","num","Molecular","Gene Expression Microarray",0.3045,0.056,-0.0475,-0.0755,0.667,0.8155,0.502,2.0675,0.239,0.967,-0.2045,-0.092,0.704,3.309,0.276,2.2905,0.2625,-2.565,0.295,-0.297,-0.1475,-2.669,2.5415,0.164,0.055,0.9325,0.877,0.178,0.3415,0.144,0.414,0.8115,1.386,0.3735,0.5575,-0.3605,0.1775,-0.3685,0.8825,0.845,0.523,0.5795,0.7435,0.1295,0.408,-0.5235,0.038,-0.988,0.1915,-0.236,-0.2725,-0.5735,0.1795,1.5765,0.2975,1.873,1.4825,0.626,0.9105,0.317,0.186,-0.791,0.5645,1.5505,0.469,0.6385,0.227,0.182,0.5465,0.068,2.602,0.475,0.2655,-0.131,0.403,0.641,-0.2865,-0.152,0.426,0.369,-1.4345,-0.108,0.1795,-0.3735,-0.144,-0.53,-0.116,0.851,0.8895,1.1225,1.3415
"GPR108_GeneExp","num","Molecular","Gene Expression Microarray",0.010666667,0.356166667,-0.241,-0.817166667,0.492666667,-0.292333333,0.027833333,-0.771833333,0.115666667,-0.665166667,-0.084333333,0.731833333,-1.141,-0.351,-0.501666667,0.223833333,0.595,0.26,0.268833333,-0.240166667,-0.308666667,-0.566,-0.621166667,-0.1025,-0.357,-0.8235,-0.7805,-0.593,0.1355,0.620333333,1.461833333,-0.1885,-0.468666667,0.151833333,-0.641333333,0.554333333,-0.298166667,-0.078166667,-0.134333333,-0.566,-0.684666667,-0.720833333,0.327666667,0.4005,0.4865,-0.329,0.323833333,-0.687833333,-0.548666667,-0.011833333,0.192333333,-0.227833333,-0.723833333,-0.306833333,-0.610333333,0.261833333,-0.498166667,-0.324666667,0.001333333,-0.592333333,-0.755666667,5e-04,-1.684833333,-0.815333333,0.7575,0.5545,-0.1025,1.520333333,0.348333333,-0.505,0.479,0.740833333,0.146166667,-0.0125,0.505666667,0.022333333,0.074666667,0.361166667,-0.286666667,0.7635,0.331,-0.047,-0.679666667,0.255833333,-0.367,-0.808833333,0.163833333,0.102333333,-0.402833333,-0.120333333,-0.318166667
"RAD51L1_GeneExp","num","Molecular","Gene Expression Microarray",-1.286,-0.07333333,-0.49516667,-1.07233333,-1.175,-0.93216667,-0.7885,-0.67283333,-1.04983333,-0.79166667,-0.53583333,-0.81,-0.60883333,-1.45133333,-0.7215,-1.3255,-1.22866667,-1.0175,-0.88216667,-0.89233333,-0.61666667,-0.507,-0.60283333,-0.1835,-0.42133333,-1.22966667,-0.59516667,-0.71616667,-0.6225,-0.875,-0.35066667,0.12316667,-1.10983333,-0.41433333,-0.55866667,-0.61866667,-0.33533333,-0.64833333,0.11666667,0.01266667,-0.35133333,-0.28016667,-0.18,0.008,-0.20516667,-0.26083333,-0.77033333,-0.2315,-0.32233333,-0.32983333,-0.60866667,-0.6585,-0.79383333,-0.519,-0.61433333,-0.0535,-1.023,-0.57333333,-0.834,-0.56783333,-0.55533333,-0.54266667,-0.5175,0.71066667,-0.14933333,-0.50433333,-0.48883333,-0.23783333,-0.77383333,-0.5515,-1.23766667,-0.33133333,-0.47166667,-0.68,-1.046,-0.218,-0.92083333,-0.036,-1.30133333,-0.69833333,-0.91416667,0.14416667,-1.11066667,-0.15433333,0.214,-0.226,-0.79733333,-1.1825,-0.71066667,-1.08416667,-0.83433333
"TMEM54_GeneExp","num","Molecular","Gene Expression Microarray",-0.212,-0.38475,0.9745,0.29075,0.08575,-0.611,-1.7965,0.5045,-1.267,-2.10425,-0.11675,0.79975,-0.45175,0.98425,0.4145,0.70125,1.07625,0.13725,-0.70075,1.19725,-0.507,0.35375,-1.3735,0.00175,0.451,1.622,0.4735,-1.18525,1.91025,0.85225,2.15525,-1.8615,1.45525,0.185,0.01575,-0.05825,-0.68775,-1.1745,0.00525,-0.0365,-0.14525,-0.6505,-0.28425,-0.279,0.391,0.051,0.93775,-0.0485,-0.85775,-0.49775,-0.135,-0.87525,0.69975,0.515,0.44775,-1.11125,-0.996,0.42025,-0.68775,0.00425,0.3695,0.21125,-1.95325,0.1065,0.01225,0.8705,2.6405,0.94675,-0.6275,0.54075,0.70725,0.538,0.5665,0.73025,1.10525,-0.94175,0.50025,0.52925,0.1615,0.66725,-0.31775,0.7055,1.54625,0.62175,0.23325,-2.944,-0.24,1.26325,0.01525,1.811,-0.29275
"LETMD1_GeneExp","num","Molecular","Gene Expression Microarray",0.722555556,-0.368222222,-1.750888889,0.438333333,0.102666667,-0.019333333,-0.184666667,0.381111111,0.005111111,-0.369,-0.387,-0.012555556,-0.257444444,0.966,0.108444444,-1.177666667,-0.769555556,-0.903666667,-0.178,-0.401444444,-0.633333333,-1.686777778,-0.402444444,-0.127888889,-0.966222222,-0.430888889,-0.889111111,-0.316333333,-0.181666667,-0.156777778,-0.870666667,-0.419666667,-0.044555556,0.697888889,-1.201333333,-0.003555556,0.255444444,-0.711111111,-0.199444444,-0.297666667,0.806444444,-0.064666667,-0.417666667,-0.877333333,-1.111888889,-0.194777778,-0.741888889,-0.409,0.365888889,-0.151444444,1.083444444,-0.472222222,-0.629333333,-0.611555556,-0.617222222,-0.091666667,-0.713222222,0.701333333,0.438555556,0.331111111,-0.742,0.658,-0.264,-1.366,-0.997333333,-1.191888889,-0.165555556,-0.297444444,-0.049111111,0.058888889,-1.063444444,0.627666667,-0.328888889,-0.865222222,-0.681777778,0.203777778,-0.503444444,-0.47,-0.459222222,-1.396555556,-0.408222222,-0.157777778,-0.083,0.508222222,-0.693333333,-0.162111111,-0.965444444,0.272222222,-0.155222222,-0.120777778,-0.458777778
"SLC6A17_GeneExp","num","Molecular","Gene Expression Microarray",0.249,0.45,0.90325,0.44025,0.317,0.415,0.60375,0.141,0.17725,-0.19475,0.278,-0.021,-0.21525,0.44725,0.49725,-0.46525,0.253,0.8055,0.035,0.5965,0.10425,0.5325,0.217,0.1765,-0.26725,0.64425,-0.15725,0.094,0.6365,0.42275,0.4445,0.112,0.81825,0.74125,0.271,1.09475,0.53125,0.266,0.2645,1.1085,0.414,-0.23475,0.05525,0.179,0.46575,0.689,0.31625,0.31975,0.2385,0.14725,0.073,0.2645,0.215,1.6715,-0.019,0.1925,0.65375,0.85375,1.0115,1.197,0.041,-0.40825,-0.0575,0.2175,1.192,0.053,0.44775,0.48975,1.0595,0.42475,0.14025,-0.3815,0.77775,-0.1895,0.61575,0.67425,0.54125,1.2965,0.48975,0.629,0.434,0.92175,0.3225,0.841,0.5615,0.655,1.01325,0.15825,-0.653,-0.3055,-0.6985
"KRT75_GeneExp","num","Molecular","Gene Expression Microarray",0.475,-0.122,0.1445,0.1025,-0.223,-0.361,0.317,0.266,-0.056,0.465,-0.454,0.173,0.4885,-0.59,-0.276,0.921,-0.3825,-0.856,0.317,-0.1125,0.195,0.382,0.1255,0.1845,0.22,0.002,0.019,0.2585,-0.5275,-1.033,0.2765,0.4075,-0.317,-0.003,-0.334,0.177,0.1515,0.4025,0.3445,-0.904,0.0515,-0.0165,0.824,-0.2065,-0.2885,-0.606,0.075,0.426,0.055,-0.053,-0.1995,-0.322,-0.0595,0.194,-0.0875,-0.1385,-0.5225,0.1215,-0.0975,-1.2485,-0.5615,-0.8275,-0.3245,1.72,1.472,0.4545,-0.483,-0.221,-0.347,-0.552,-1.5,1.494,-0.245,-0.077,0.308,-0.367,-0.6915,0.1975,-0.414,0.5485,-0.097,-0.1645,-0.2165,-0.711,-0.705,-1.3685,-0.1785,0.2095,-0.53,0.565,-0.316
"STT3B_GeneExp","num","Molecular","Gene Expression Microarray",-1.1125,-1.4191666667,-0.0056666667,-1.8198333333,0.014,-0.4471666667,-0.5995,-0.2541666667,-0.7221666667,-1.4068333333,-0.6643333333,-0.439,-0.6641666667,-1.0175,-1.0696666667,-1.0178333333,0.1546666667,-1.881,-0.196,-0.7706666667,-0.2668333333,-1.0406666667,-0.6585,-0.7186666667,-0.6346666667,-0.6851666667,0.2151666667,-0.0003333333,-0.9753333333,-0.3146666667,-0.3006666667,-1.1918333333,-0.4901666667,-0.0253333333,-0.5615,-0.5848333333,-1.1535,-0.2983333333,-0.1846666667,-0.7461666667,-0.6311666667,-0.6193333333,0.226,-0.2908333333,-0.9255,-0.6888333333,0.0228333333,-0.4523333333,-0.6655,-0.2596666667,-0.2328333333,0.025,-0.0051666667,0.108,-0.2341666667,-0.2288333333,-0.1273333333,-0.5966666667,-1.3441666667,-0.3378333333,0.0915,-1.2501666667,-1.2905,-0.4565,0.5103333333,0.1906666667,0.1788333333,0.4436666667,-1.2778333333,-0.8843333333,-0.8125,0.3351666667,-0.5146666667,-0.2245,-0.4101666667,-0.9706666667,-0.5218333333,-0.5611666667,-0.3655,-0.6941666667,-0.079,-0.1783333333,-0.6973333333,-0.9526666667,0.1568333333,-0.1961666667,-0.2986666667,-0.8686666667,-0.5711666667,-0.3196666667,-0.6176666667
