"Feature","Data_Type","Category","Sub_Category","TCGA-23-1021","TCGA-23-1022","TCGA-23-1023","TCGA-23-1024","TCGA-23-1026","TCGA-23-1027","TCGA-23-1028","TCGA-23-1029","TCGA-23-1030","TCGA-23-1031","TCGA-23-1032","TCGA-23-1107","TCGA-23-1109","TCGA-23-1110","TCGA-23-1111","TCGA-23-1113","TCGA-23-1114","TCGA-23-1116","TCGA-23-1117","TCGA-23-1118","TCGA-23-1119","TCGA-23-1120","TCGA-23-1121","TCGA-23-1122","TCGA-23-1123","TCGA-23-1809","TCGA-23-2072","TCGA-23-2077","TCGA-23-2078","TCGA-23-2079","TCGA-23-2081","TCGA-23-2084","TCGA-23-2641","TCGA-23-2643","TCGA-23-2645","TCGA-23-2647","TCGA-23-2649","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1317","TCGA-25-1318","TCGA-25-1319","TCGA-25-1320","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1324","TCGA-25-1325","TCGA-25-1326","TCGA-25-1328","TCGA-25-1329","TCGA-25-1623","TCGA-25-1625","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1634","TCGA-25-1635","TCGA-25-1870","TCGA-25-1871","TCGA-25-1877","TCGA-25-1878","TCGA-25-2042","TCGA-25-2390","TCGA-25-2391","TCGA-25-2392","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2408","TCGA-25-2409","TCGA-42-2582","TCGA-42-2587","TCGA-42-2588","TCGA-42-2589","TCGA-42-2590","TCGA-42-2591","TCGA-42-2593","TCGA-57-1582","TCGA-57-1583","TCGA-57-1585","TCGA-57-1586","TCGA-57-1992","TCGA-57-1993","TCGA-57-1994"
"HNRPD","num","Molecular","Microarray Gene Expression","-1.58150000","-0.65608333","-0.51866667","-0.56541667","-0.47258333","-0.62358333","-1.47966667","-1.24900000","-1.86758333","-0.96933333"," 0.01016667","-0.72883333"," 0.30708333"," 0.12083333","-1.33350000","-0.92950000"," 0.13325000","-0.72625000","-0.75241667","-1.30650000","-2.28441667","-1.01100000","-0.49358333","-0.75458333","-0.50908333","-0.77066667","-1.30616667","-1.02700000","-1.13941667","-1.74583333","-1.01008333","-1.41133333","-1.59050000","-1.41391667","-1.43291667","-0.46250000","-1.63958333","-0.70408333","-0.57300000","-1.21866667","-0.72416667","-0.09583333","-0.14291667","-1.02975000"," 0.08241667","-0.15533333","-0.90566667","-0.42900000","-0.92858333","-0.67166667","-1.95533333","-0.66675000","-0.18358333","-0.41008333","-0.86083333","-0.89066667","-0.53425000","-0.46908333","-1.70541667","-0.98233333","-0.35208333","-1.20733333","-0.36450000","-0.54708333","-0.53116667","-1.89875000","-1.93216667","-0.75900000","-0.70566667","-0.92300000","-1.15166667"," 0.19875000"," 0.08483333","-0.73333333","-0.26941667","-1.32266667","-0.29733333","-0.84833333","-1.03783333","-1.25583333","-1.61516667","-1.60875000","-0.97675000","-0.81866667","-2.57525000","-1.74791667","-1.06125000","-0.45958333","-0.48983333","-0.77966667","-0.46075000","-0.86041667","-0.35058333","-0.26891667"
"CFHR5","num","Molecular","Microarray Gene Expression"," 0.38220000"," 0.23466667"," 0.01266667"," 0.18420000"," 0.04466667"," 1.43050000"," 0.48700000"," 0.35950000"," 2.09200000"," 1.27416667"," 1.24600000"," 0.85600000"," 0.50216667","-0.01320000"," 0.07100000"," 0.28500000"," 0.24975000"," 0.22750000","-0.15816667"," 0.45033333"," 0.29883333","-0.26566667"," 0.19200000"," 0.05360000"," 0.17450000"," 0.12983333"," 0.35866667","-0.01883333","-0.11150000"," 0.85816667","-0.32900000"," 0.10560000"," 0.19766667","-0.34183333"," 0.74283333"," 0.75366667"," 0.80600000"," 0.61050000"," 0.40520000","-0.16320000"," 0.11580000"," 0.87820000","-0.06383333","-0.08300000"," 0.71400000"," 0.27533333"," 0.76016667"," 0.34750000"," 0.61950000","-0.06733333"," 0.83866667"," 0.13216667"," 0.29133333"," 0.06650000"," 0.39866667"," 0.31316667"," 0.00900000"," 0.34150000"," 0.54620000"," 0.16033333"," 0.25866667"," 1.15066667"," 0.13640000"," 1.12750000"," 0.84783333"," 0.95183333"," 0.63460000"," 0.18366667"," 0.14183333"," 0.76480000"," 0.24300000","-0.02900000"," 0.09283333"," 0.80540000"," 0.11250000"," 0.40583333"," 0.37583333","-0.23066667"," 0.85100000"," 0.05316667"," 0.51016667"," 1.28640000","-0.86683333"," 0.89240000"," 0.60160000"," 0.65040000"," 0.37266667"," 0.59540000"," 0.17766667"," 0.54850000"," 0.29583333"," 0.28100000"," 0.21300000"," 1.12083333"
"SLC10A7","num","Molecular","Microarray Gene Expression","-0.6827500","-1.5742500"," 0.2881250","-0.2666250","-0.0758750","-0.1998750","-0.3901250","-1.0405000","-1.0966250","-0.3973750","-1.3030000","-0.1071250"," 0.2606250","-0.6387500","-0.2856250","-0.5378750","-0.8886250","-0.3817500","-1.1762500"," 0.2868750","-0.6728750"," 0.2625000"," 0.1241250","-0.5806250"," 0.0523750","-0.7462500","-0.6641250","-0.0772500"," 0.2585000","-0.0377500","-0.1042500","-0.5095000","-0.3722500","-0.5077500"," 1.5318750","-0.3590000","-0.1082500","-0.8576250","-0.3841250","-0.5817500","-0.8222500","-0.1627500","-0.1945000","-0.1545000"," 0.1017500"," 0.0502500","-0.3753750","-0.3756250","-0.4098750"," 0.0976250","-0.6941250"," 0.0840000"," 0.0137500","-0.5455000","-0.0835000","-0.5460000"," 0.2415000"," 0.0767500","-0.4265000","-0.5111250","-0.0471250","-0.3310000","-0.1077500"," 0.3034286","-0.7698750"," 0.7563750"," 0.2292500","-0.3357500","-0.5061250","-0.4556250"," 0.1522500","-0.1828750"," 0.7137500","-0.7785000"," 0.2096250","-0.2427500"," 0.0381250"," 0.0326250","-0.3467500"," 0.6125000","-0.2670000","-0.2852500","-0.2731250","-0.1410000"," 0.1353750","-0.2091250","-0.1580000","-0.1522500","-0.2020000","-0.2451250","-0.7561250","-0.3387500"," 0.0092500","-0.1593750"
"OR2K2","num","Molecular","Microarray Gene Expression"," 0.0045"," 0.2715","-0.3785"," 0.4345","-0.2120","-0.9910","-0.3385"," 0.8220"," 0.4155"," 0.1350","-0.2065"," 0.0940"," 0.7400","-0.2720"," 0.0035"," 0.2500","-0.6995","-0.7910"," 0.2720"," 0.1335"," 0.0455"," 0.6765","-0.4060"," 0.2050"," 0.1565","-0.1440"," 0.3155"," 0.3770"," 0.5930"," 0.4570","-0.2280"," 0.1400","-0.0335"," 0.4285"," 0.3625","-0.3930","-0.4810","-0.5750","-0.0375","-0.2660","-0.1825"," 0.0220","-0.1915"," 0.4550"," 0.1385","-0.3105","-0.6825","-0.1280","-0.0055"," 0.1130"," 0.4520","-0.6350"," 0.4595"," 0.0545"," 0.6075","-0.4065"," 0.5235"," 0.2585","-0.0210"," 1.0450"," 0.7030","-1.6125","-0.2975","-0.1020","-0.0910","-0.5010"," 1.3790"," 0.1180","-0.4210","-0.2150","-0.1260","-0.1030","-0.6630"," 0.0095"," 0.1860","-0.0420","-0.0290","-0.1210"," 0.1505"," 0.4230","-0.6940","-0.7950"," 0.0410","-0.5880"," 0.1210","-1.8535"," 0.2095","-0.7205","-1.3230","-0.0070"," 0.2850","-1.0595","-0.6390","-0.4420"
"LMAN1","num","Molecular","Microarray Gene Expression","-1.965125","-1.971625","-0.419750","-1.633250","-0.817375","-0.936875","-1.427625","-0.438250","-1.498625","-1.403750","-1.273875","-0.166750","-1.473125","-1.011750","-1.583750","-2.006000","-0.724625","-1.041125","-2.302250","-1.251375","-0.969500","-1.365125","-1.965625","-1.199125","-1.059750","-1.327375","-1.732625","-0.415375","-1.011625","-1.837000","-1.158500","-1.059875","-1.697250","-1.556375","-1.073875","-0.918000","-0.847500","-0.312875"," 0.132750","-0.877500","-1.156625","-1.144625","-1.230875","-0.523500","-0.587875","-0.068625","-0.398125","-1.235125","-0.535000","-0.568625","-0.807750","-0.002500","-0.786750","-0.630125"," 0.087125","-1.673375","-0.410375","-0.180000"," 0.236500","-0.673750","-2.258875","-1.006875"," 0.693125","-1.335750","-1.116750","-1.622250","-0.349375","-0.498625","-1.790000","-0.519875","-0.306750","-1.501000","-0.368000","-0.483875","-0.804000","-0.349750","-0.635875","-0.279375","-0.747250","-1.234500","-1.495875","-0.243250","-1.172375"," 0.138500","-1.187250","-1.517375","-1.424125","-0.738750","-1.628125","-1.279875","-1.301750","-0.530125","-1.579625","-0.341250"
"SUHW1","num","Molecular","Microarray Gene Expression","-3.77925"," 0.66750","-0.19675","-1.92025","-3.98200","-3.05025","-3.13200","-2.16025","-2.39300","-2.29950","-0.89575","-1.66300","-3.72125","-3.09225","-3.56100","-2.59300","-2.89650","-3.23600","-2.60275","-2.33125","-1.30575","-1.29600","-1.30625","-1.39725","-1.28700","-0.44800","-2.46175","-1.93550","-2.28675","-2.61500","-1.39725","-2.74000","-0.37450","-2.11975","-1.79700","-1.91100","-1.19700","-1.92175","-2.16925","-2.42850","-2.50725","-2.07300","-1.82825","-2.59725","-0.90450","-1.23950","-1.93000","-2.53000","-0.34275","-0.33625","-0.91875","-1.50250","-2.53375","-2.14125","-2.72975","-1.93000","-1.45375","-1.69750","-3.08550","-2.03625","-2.72850","-2.74925","-3.13225","-3.36200","-3.17850","-2.18075","-1.51825","-3.40850","-3.33750","-3.59800","-2.87875","-2.10550","-1.91050","-3.76175","-1.94350","-2.19475","-3.83125","-3.23125","-3.94675","-3.58200","-3.06625","-0.54600","-1.90200","-1.44125","-2.32550","-1.35175","-1.44550","-1.96225","-2.64750","-0.31825","-3.25950","-1.26275","-2.07550","-2.20650"
"CHD8","num","Molecular","Microarray Gene Expression","-0.0842","-0.0001","-0.4210","-1.2633","-0.8568","-0.4718","-0.7811","-0.4032","-0.4368","-0.0467","-0.4107","-0.2947","-0.6541","-0.1888","-0.7798","-0.2250"," 0.1059","-0.9904","-0.5313","-0.4472","-0.0936","-0.2055","-0.3472","-0.2808"," 0.6513"," 0.6009","-0.2063","-1.0255","-0.2134","-0.4656","-1.0274","-0.0014","-0.5921","-0.4164"," 0.1716","-0.8462","-0.9958","-1.3278","-1.0328","-0.1938","-0.3376","-0.5042","-0.2762","-0.3940","-0.6407","-1.4052"," 0.5946","-0.7282","-0.1945","-1.2931","-0.3924","-0.9170","-0.7620","-1.2037","-0.8233","-1.0752","-1.0407","-0.5457","-0.7500","-0.7538","-0.2743","-0.2459","-1.4602","-0.4122"," 0.5302"," 2.0006","-0.6495","-0.6609","-0.3654","-0.5092","-0.4018","-0.9940","-0.3429","-1.0810","-0.1028"," 0.3157","-1.3921","-1.1685","-0.7695","-0.0970","-0.9326","-1.2792","-1.2202","-0.8530","-1.1690","-0.8179","-1.1933"," 0.0268","-0.1396","-0.6379","-0.3093","-1.2188","-0.4027","-0.9678"
"SUMO1","num","Molecular","Microarray Gene Expression"," 1.02300000"," 1.24850000"," 1.64890000"," 0.41450000"," 0.75300000"," 0.61010000"," 0.94180000"," 1.01370000"," 0.24500000"," 0.76080000"," 0.48860000"," 0.02455556"," 0.08580000"," 0.78110000"," 0.77320000"," 0.54070000"," 0.45990000","-0.14340000"," 0.48010000"," 0.72630000"," 1.05200000"," 0.75880000"," 0.89120000"," 0.85270000"," 0.55030000"," 0.37060000"," 0.41550000"," 0.94040000"," 0.26490000"," 0.79290000"," 1.14020000","-0.32990000"," 0.59440000"," 1.31000000"," 1.06350000"," 0.36270000"," 1.42130000"," 0.41320000"," 1.25860000"," 0.09510000"," 1.03590000"," 0.44070000"," 0.64720000"," 0.40200000"," 0.62010000"," 1.07560000"," 1.21920000"," 0.58830000"," 0.60410000"," 0.33330000"," 0.53370000"," 0.32710000","-0.43100000"," 0.66640000"," 0.42970000","-0.24630000"," 0.63820000"," 1.01920000"," 1.26580000"," 0.34740000"," 0.47610000"," 1.23580000"," 1.40410000"," 0.64190000"," 0.74770000"," 0.34270000"," 0.85330000"," 0.31270000"," 0.61920000"," 0.84660000"," 0.71120000"," 1.49220000"," 0.76270000"," 0.72010000"," 0.06940000"," 0.77480000"," 1.24270000"," 0.94310000"," 0.64260000"," 0.21190000"," 0.87340000"," 1.52980000"," 0.66240000"," 0.99980000"," 1.39110000"," 0.41150000"," 1.28340000"," 1.06350000"," 1.30180000"," 0.60950000"," 0.34270000"," 1.30480000"," 0.46740000"," 0.96690000"
"GP1BA","num","Molecular","Microarray Gene Expression"," 0.2228"," 0.2604"," 0.2281"," 0.6662","-0.1285","-0.0413"," 1.7361","-0.1947"," 0.2410","-0.2451"," 0.0838","-0.2804"," 0.8371"," 0.1555"," 0.2633"," 0.0674","-0.0109"," 0.5409"," 0.7336"," 0.3441"," 0.2972"," 0.4352","-0.0048"," 0.1675"," 0.5909","-0.0382"," 0.2191"," 0.1624"," 1.4622"," 0.3041","-0.0183","-0.5494","-0.1056"," 0.1934"," 0.7780"," 0.2794","-0.1344"," 0.5067"," 0.2705"," 0.2973","-0.1927"," 1.8072"," 0.2959","-0.0002"," 0.3624"," 0.1232"," 0.0435","-0.0247"," 0.0177"," 0.1240","-0.0167"," 0.3142"," 0.5462"," 0.3493"," 0.4056"," 0.1057"," 0.5115","-0.0245","-0.0641","-0.2405"," 0.0341","-0.1970"," 0.1849"," 0.1844"," 0.0010","-0.3059"," 0.5261"," 0.5997"," 0.5083"," 0.1231"," 0.1585"," 0.5993"," 1.2311","-0.1729","-0.2090"," 0.1467"," 0.4667","-0.1186"," 0.1042"," 0.0409"," 0.1782"," 0.1001"," 0.4127"," 0.6772","-0.1371","-0.3422"," 0.0384"," 0.3921"," 0.1640"," 0.3536"," 0.1590"," 0.0903","-0.0660"," 0.5795"
"DDB1","num","Molecular","Microarray Gene Expression"," 0.342333333","-0.197166667","-0.513500000","-0.257333333","-0.272833333","-0.216500000","-0.281166667","-0.233666667","-0.477000000","-0.158333333","-0.149833333","-0.270000000"," 0.090833333"," 0.064833333","-0.192000000","-0.673500000"," 0.131000000","-0.432833333","-0.451666667"," 0.192500000"," 0.111666667"," 0.022166667","-0.137166667","-0.410500000","-0.188500000","-0.312833333"," 0.102500000","-0.144000000","-1.192500000","-0.626833333","-0.246666667"," 0.363000000","-0.152333333"," 0.123166667"," 0.109833333","-0.140500000"," 0.033166667","-0.513500000"," 0.010666667","-0.676000000","-0.682166667","-0.410666667","-0.468166667","-0.213666667","-0.280000000","-0.557500000","-0.598500000","-0.233333333","-0.766333333","-0.274833333","-0.459166667","-0.314333333","-0.098166667","-0.846666667","-0.671000000","-0.485666667","-0.604500000","-0.022166667","-0.785166667","-1.043333333"," 0.139333333","-0.677333333","-0.560500000","-0.489333333","-0.262500000"," 0.050000000","-0.653166667","-0.230666667"," 0.064833333","-0.077000000","-0.629500000","-0.677000000","-0.236333333","-0.101333333"," 0.348666667","-0.278500000","-0.636833333","-0.690166667","-1.049166667"," 0.067833333","-0.200333333","-1.031333333","-0.880500000","-0.490000000","-1.380333333","-0.029500000","-0.479000000","-0.293333333"," 0.163166667","-0.577666667"," 0.005333333","-0.898666667"," 0.060500000","-0.027166667"
"MYO9B","num","Molecular","Microarray Gene Expression","-0.3241"," 0.5899","-0.0265"," 0.0119","-0.1832","-0.4812","-0.3512","-0.0605"," 0.6838"," 0.4201","-0.6183","-0.8329"," 0.2505","-0.0050"," 0.4304"," 0.2763"," 0.2604"," 0.5600"," 0.2415","-0.1804","-0.0499","-0.2062"," 0.1981"," 0.0338"," 0.6230"," 0.1752","-0.2116","-0.3417"," 0.8325","-0.1908","-0.1280"," 0.3477","-0.5557","-0.0190"," 0.0312","-0.0081","-0.0421"," 0.4802","-0.5419","-0.1198"," 0.5586","-0.3805","-0.2216"," 0.1045"," 1.7826"," 0.3448"," 0.1635"," 0.1150"," 0.5630"," 0.1658"," 0.0059","-0.0430","-0.2396","-0.2410"," 0.5975"," 0.3178"," 0.2406","-0.6097","-0.3317"," 0.1337","-0.4005","-0.1502","-0.4110"," 0.6709","-0.0306","-0.8944","-0.3747"," 0.6154"," 0.0130"," 0.1239","-0.0470"," 0.8212"," 0.4676","-0.3716"," 1.1394"," 0.5538"," 0.2378","-0.3223","-0.2251"," 0.5767","-0.2757","-0.0644"," 0.1034"," 0.0222","-0.9330","-0.4621","-0.3079","-0.2199"," 0.8423"," 0.2521"," 0.2343","-0.2861"," 0.0607","-0.0047"
"MMP7","num","Molecular","Microarray Gene Expression"," 7.99875"," 6.74025"," 6.55700"," 7.29950"," 8.60875"," 8.53025"," 7.90150"," 8.78725"," 7.96950"," 4.39275"," 6.46400"," 7.57050"," 7.22650"," 6.79225"," 6.33150"," 7.48975"," 7.38000"," 9.22925"," 5.26925"," 8.39975"," 7.54250"," 6.55900"," 7.20975"," 7.14850"," 6.01700"," 5.06950","10.12775"," 5.97300"," 8.91200","10.28350"," 7.96075"," 7.28525"," 7.69125"," 6.57650"," 2.86925"," 6.96900"," 7.03225"," 8.02850"," 6.82625"," 5.80225"," 3.56150"," 4.45300"," 7.09975"," 7.04075"," 7.42300"," 9.38400"," 6.98425"," 7.76200"," 8.66250"," 5.36375"," 4.31975"," 4.87125"," 8.73475"," 8.04250"," 9.22900"," 8.42600"," 8.45525"," 5.51450"," 8.85700"," 8.04725"," 8.25975"," 5.69625"," 8.33775"," 6.83675"," 6.29675"," 6.80275"," 1.39050"," 6.97400"," 5.65025"," 8.48375"," 4.51425"," 5.47400"," 6.71500"," 7.83775"," 8.00100"," 6.74475"," 8.36400"," 7.53000"," 9.32425"," 8.03950"," 9.51825"," 8.78975"," 8.12275"," 7.10625"," 8.22825"," 8.30600"," 1.97275"," 5.67600"," 3.35350"," 8.22475"," 6.62750"," 6.37925"," 6.11050"," 6.84775"
"CRNKL1","num","Molecular","Microarray Gene Expression"," 0.502875","-0.056125"," 0.274375"," 1.657625"," 0.374250"," 0.540250"," 0.040250"," 0.368875"," 0.425000"," 0.455125"," 1.195750"," 0.481750"," 0.825750"," 1.009000"," 0.739500"," 0.385625"," 0.933500"," 0.064375","-0.142625"," 0.255500","-0.404750"," 0.179375"," 0.514750"," 0.625375"," 0.757500"," 0.559500"," 0.077500"," 0.648625"," 0.582875","-0.244250"," 0.358875"," 0.626875","-0.040625"," 0.552250"," 0.784125"," 0.389875"," 0.483625"," 0.826250"," 0.596125"," 0.529000"," 0.263875"," 0.847250"," 1.217750"," 0.826250"," 1.295750"," 0.369375"," 0.912250"," 0.540375"," 0.954125"," 1.057000","-0.146500"," 0.380625"," 0.454125","-0.615375"," 0.566000"," 0.180375"," 0.402750"," 1.179125"," 0.339625"," 0.623000"," 0.510625"," 1.585750"," 0.458875"," 0.944500"," 1.258750"," 1.364750"," 0.922125"," 0.177000"," 1.704125"," 0.379750"," 0.325375"," 1.047750"," 1.054000"," 0.452625"," 0.522500"," 0.763125"," 0.536250"," 1.018625"," 0.863625"," 0.274375"," 0.098750"," 0.047625","-0.030500"," 0.384375"," 0.407125"," 0.192375"," 0.805000"," 0.000875"," 0.343250"," 0.331625"," 1.582875"," 0.733375"," 1.046625"," 0.471500"
"C9orf45","num","Molecular","Microarray Gene Expression","-2.18300000"," 0.31666667","-1.77133333","-0.92816667","-1.37666667","-1.05500000","-1.93850000","-2.19916667","-0.47800000"," 0.05783333","-0.77783333","-1.33983333"," 0.67283333","-0.29350000","-0.97750000"," 0.25516667","-0.80950000","-2.20700000","-0.80350000","-2.31233333","-1.86550000","-0.42550000"," 0.31500000","-0.81116667","-1.40866667","-1.50050000","-1.76766667","-1.87150000","-0.25733333","-2.27483333","-0.84200000","-2.30450000","-1.60083333","-0.90650000"," 0.41583333","-1.26200000","-2.51766667","-0.86950000","-1.59550000","-2.11133333","-1.20383333","-1.50716667","-0.90700000","-0.51700000","-1.51433333","-0.91683333","-1.46400000","-0.84866667","-1.05766667","-0.46583333","-1.00183333","-1.87450000","-1.37300000","-0.41733333","-2.41400000","-1.21150000","-1.40400000","-1.86883333","-2.69300000","-2.28283333","-0.89400000","-0.26866667","-0.98783333","-0.63916667","-1.04383333","-1.88683333","-2.21816667","-1.27583333","-0.77183333","-2.40016667","-1.78433333"," 0.29216667","-2.10250000"," 0.32083333","-1.24866667","-2.34600000","-2.38583333","-1.20483333","-1.51583333","-1.19000000","-1.26683333","-2.13883333","-1.72550000","-2.61300000","-2.67650000","-1.91350000","-1.70550000","-0.97266667","-2.00033333","-1.15483333","-0.66516667","-2.38116667","-1.14450000","-0.99266667"
"XAB2","num","Molecular","Microarray Gene Expression"," 0.093625"," 0.824250"," 0.170125","-0.215125","-0.109125","-0.218625"," 0.039750","-0.256500","-0.041000","-1.089250","-0.411375"," 0.124000"," 0.426875"," 0.135375","-0.135000"," 0.839375","-0.481750","-0.202875","-0.082625","-0.178125","-0.267625","-0.830875"," 0.018500","-0.421250","-0.013125","-0.283875","-0.768625"," 0.121500","-0.692250"," 0.141750","-0.049750"," 0.223750","-0.412000","-0.430875","-0.005875","-0.738875","-0.223875","-0.013500"," 0.160250"," 0.567625","-0.467375","-0.014500","-0.422875","-0.404000"," 0.058125"," 0.167750","-0.087125"," 0.222000","-0.584875","-0.192125","-0.192875","-0.253375"," 0.149500","-0.250375","-0.363500","-0.054500","-0.784875"," 0.221250","-0.308375"," 0.295375"," 0.422000"," 0.117875","-0.871500"," 0.315875","-1.207625","-0.143750"," 0.354000","-0.148250","-0.180750","-0.308125"," 0.356125"," 0.664125"," 0.399625","-0.862625"," 2.477125","-0.103375","-0.430625"," 0.213250"," 0.307250"," 0.805625"," 0.555500","-0.465125","-0.075125","-0.246375","-0.346875","-0.580625","-0.018125","-0.005125"," 0.208625"," 0.233750"," 0.240000","-1.216125","-0.133000","-0.860000"
"RTN1","num","Molecular","Microarray Gene Expression","-0.4688750"," 0.6115000"," 0.1916250","-0.5656250"," 0.6642500"," 1.0448750"," 0.2886250","-0.3215000"," 0.3236250"," 0.3887500","-0.8310000"," 1.1465714"," 1.4778750"," 1.6501250","-0.0617500"," 0.1002500"," 0.2258750"," 1.3137500"," 0.7901250"," 0.5337500"," 0.5002500"," 0.5667500","-0.3268750"," 1.1326250"," 0.5523750"," 0.1420000"," 0.8192500"," 1.5950000"," 0.6115000"," 1.1207500","-0.3922500"," 0.6782500"," 0.7560000"," 0.1607500"," 0.6673750"," 0.2482857"," 0.8350000"," 0.4702500"," 0.6587500"," 0.3041250"," 1.0995000"," 1.4081250"," 0.4255000"," 0.8980000"," 1.3892857"," 0.9020000"," 0.9622500"," 0.5968750"," 0.8095000"," 0.6027500"," 1.0298571"," 0.9561250"," 0.5340000"," 0.5385000"," 0.7448750"," 1.7307500"," 1.5983750"," 0.5440000"," 1.5170000"," 0.1918750"," 0.4658750","-0.1637500"," 2.1386250"," 1.2492500"," 2.3462857"," 2.6887500"," 1.3673750"," 1.5048750"," 1.1167500"," 0.9465000"," 1.8345000"," 0.5793750"," 0.7010000"," 0.4888750"," 0.4555000"," 0.2217143"," 1.4638750"," 0.6921250"," 1.0270000"," 0.9300000"," 0.3611250"," 0.9865000"," 0.9770000"," 1.7838750"," 0.5833750"," 0.8038750"," 0.7078750"," 0.3912857","-0.2875000"," 1.5743750"," 1.6372500"," 0.1297500"," 0.1912500"," 1.5751250"
"KLHL14","num","Molecular","Microarray Gene Expression","2.794000","3.080750","2.095250","2.923750","2.696125","3.139125","1.842000","2.335750","3.209625","3.539250","2.752875","2.875000","2.422875","2.970125","2.292500","2.742875","2.363000","2.720500","2.183000","2.918000","3.135875","2.519375","3.278875","2.775500","2.957000","1.629625","2.013500","2.509125","3.118125","1.676625","2.146000","2.072375","2.175500","2.807875","2.851375","2.466875","2.939500","2.557250","2.162750","2.858375","2.527125","1.779375","2.695125","2.708375","2.096250","2.575875","2.663625","2.545750","3.455750","1.681875","2.416125","2.450500","2.070125","2.453000","2.768750","2.304500","2.348625","2.423250","2.289125","2.583125","2.644000","2.549375","2.407500","3.115875","2.952125","2.600286","2.922375","2.836375","2.154375","2.142750","2.089500","3.123500","2.465250","2.292250","3.324500","2.303875","2.095375","2.562375","2.310375","2.428250","2.294875","1.794375","1.918750","2.302500","2.528000","1.405250","2.800500","2.888750","3.718250","2.769000","3.036500","1.834625","2.025250","2.641250"
